eil76_n750_uncorr_10.ttp 107856 11.8870
eil76_n750_uncorr_10.ttp 107856 10.8240
eil76_n750_uncorr_10.ttp 107856 10.7920
eil76_n750_uncorr_10.ttp 107856 10.8770
eil76_n750_uncorr_10.ttp 107856 10.9670
eil76_n750_uncorr_10.ttp 107856 10.6450
eil76_n750_uncorr_10.ttp 107856 11.0300
eil76_n750_uncorr_10.ttp 107856 10.8490
eil76_n750_uncorr_10.ttp 107856 10.9650
eil76_n750_uncorr_10.ttp 107856 10.6590
kroA100_n990_uncorr_10.ttp 156378 26.5860
kroA100_n990_uncorr_10.ttp 156378 26.4660
kroA100_n990_uncorr_10.ttp 156378 26.7450
kroA100_n990_uncorr_10.ttp 156378 26.2270
kroA100_n990_uncorr_10.ttp 156378 26.4380
kroA100_n990_uncorr_10.ttp 156378 26.7780
kroA100_n990_uncorr_10.ttp 156378 26.5320
kroA100_n990_uncorr_10.ttp 156378 26.5460
kroA100_n990_uncorr_10.ttp 156378 26.8130
kroA100_n990_uncorr_10.ttp 156378 26.4790
ch130_n1290_uncorr_10.ttp 201483 13.4480
ch130_n1290_uncorr_10.ttp 201483 13.5720
ch130_n1290_uncorr_10.ttp 201483 13.6610
ch130_n1290_uncorr_10.ttp 201483 13.5970
ch130_n1290_uncorr_10.ttp 201483 13.5670
ch130_n1290_uncorr_10.ttp 201483 13.6910
ch130_n1290_uncorr_10.ttp 201483 13.5560
ch130_n1290_uncorr_10.ttp 201483 13.7260
ch130_n1290_uncorr_10.ttp 201483 13.9760
ch130_n1290_uncorr_10.ttp 201483 13.5510
u159_n1580_uncorr_10.ttp 242500 19.9470
u159_n1580_uncorr_10.ttp 242501 30.4240
u159_n1580_uncorr_10.ttp 242500 30.0720
u159_n1580_uncorr_10.ttp 242500 20.4120
u159_n1580_uncorr_10.ttp 242500 20.2850
u159_n1580_uncorr_10.ttp 242501 20.0570
u159_n1580_uncorr_10.ttp 242501 20.3580
u159_n1580_uncorr_10.ttp 242501 20.4880
u159_n1580_uncorr_10.ttp 242500 20.3890
