29952,0.1370
39597,0.0940
52164,0.1010
58186,0.1550
112004,0.6050
253771,5.6670
315551,11.6490
332917,7.0960
586576,80.1820
684728,143.4810
869584,388.0250
1082948,600.2730
702775,600.0010
3677143,600.3230
472898,600.3530
4083545,600.0040
3238515,600.0040
3647948,600.0080
2591093,600.0070
15086471,600.0070
